Marca	Modelo	Ano	Motor
Nissan	X-Trail	2022	2.5L QR25DE
Nissan	X-Trail	2023	2.5L QR25DE
Nissan	X-Trail	2024	2.5L QR25DE
Nissan	X-Trail	2025	2.5L QR25DE
Nissan	X-Trail	2026	2.5L QR25DE
Toyota	4Runner	2010	4.0L 1GR-FE V6
Toyota	4Runner	2011	4.0L 1GR-FE V6
Toyota	4Runner	2012	4.0L 1GR-FE V6
Toyota	4Runner	2013	4.0L 1GR-FE V6
Toyota	4Runner	2014	4.0L 1GR-FE V6
Toyota	4Runner	2015	4.0L 1GR-FE V6
Toyota	4Runner	2016	4.0L 1GR-FE V6
Toyota	4Runner	2017	4.0L 1GR-FE V6
Toyota	4Runner	2018	4.0L 1GR-FE V6
Toyota	4Runner	2019	4.0L 1GR-FE V6
Toyota	4Runner	2020	4.0L 1GR-FE V6
Toyota	4Runner	2021	4.0L 1GR-FE V6
Toyota	4Runner	2022	4.0L 1GR-FE V6
Toyota	4Runner	2023	4.0L 1GR-FE V6
Toyota	4Runner	2024	4.0L 1GR-FE V6
Toyota	4Runner	2025	4.0L 1GR-FE V6
Toyota	4Runner	2026	4.0L 1GR-FE V6
Toyota	C-HR	2017	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2018	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2019	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2020	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2021	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2022	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2023	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2024	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2025	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	C-HR	2026	1.2T 8NR-FTS / 2.0H M20A-FKS
Toyota	Corolla	2014	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2015	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2016	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2017	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2018	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2019	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2020	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2021	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2022	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2023	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2024	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2025	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Corolla	2026	1.8L 2ZR-FE / 2.0L M20A-FKS
Toyota	Hiace	2014	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2015	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2016	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2017	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2018	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2019	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2020	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2021	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2022	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2023	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2024	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2025	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hiace	2026	2.8D 1GD-FTV / 2.7G 2TR-FE
Toyota	Hilux	2014	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2015	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2016	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2017	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2018	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2019	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2020	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2021	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2022	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2023	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2024	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2025	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Hilux	2026	2.4D 2GD-FTV / 2.8D 1GD-FTV
Toyota	Prius	2016	1.8H 2ZR-FXE
Toyota	Prius	2017	1.8H 2ZR-FXE
Toyota	Prius	2018	1.8H 2ZR-FXE
Toyota	Prius	2019	1.8H 2ZR-FXE
Toyota	Prius	2020	1.8H 2ZR-FXE
Toyota	Prius	2021	1.8H 2ZR-FXE
Toyota	Prius	2022	1.8H 2ZR-FXE
Toyota	Prius	2023	1.8H 2ZR-FXE
Toyota	Prius	2024	1.8H 2ZR-FXE
Toyota	Prius	2025	1.8H 2ZR-FXE
Toyota	Prius	2026	1.8H 2ZR-FXE
Toyota	Raize	2020	1.0T 1KR-VET / 1.2L WA-VE
Toyota	Raize	2021	1.0T 1KR-VET / 1.2L WA-VE
Toyota	Raize	2022	1.0T 1KR-VET / 1.2L WA-VE
Toyota	Raize	2023	1.0T 1KR-VET / 1.2L WA-VE
Toyota	Raize	2024	1.0T 1KR-VET / 1.2L WA-VE
Toyota	Raize	2025	1.0T 1KR-VET / 1.2L WA-VE
Toyota	Raize	2026	1.0T 1KR-VET / 1.2L WA-VE
Toyota	RAV4	2014	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2015	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2016	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2017	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2018	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2019	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2020	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2021	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2022	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2023	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2024	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2025	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	RAV4	2026	2.0L 3ZR-FAE / 2.5L A25A-FKS
Toyota	Yaris	2014	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2015	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2016	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2017	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2018	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2019	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2020	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2021	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2022	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2023	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2024	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2025	1.5L 1NZ-FE / 2NR-FE
Toyota	Yaris	2026	1.5L 1NZ-FE / 2NR-FE
Volkswagen	Amarok	2011	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2012	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2013	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2014	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2015	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2016	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2017	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2018	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2019	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2020	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2021	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2022	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2023	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2024	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2025	2.0D CDCA/CNEA TDI
Volkswagen	Amarok	2026	2.0D CDCA/CNEA TDI
Volkswagen	Gol	2014	1.6L EA111
Volkswagen	Gol	2015	1.6L EA111
Volkswagen	Gol	2016	1.6L EA111
Volkswagen	Gol	2017	1.6L EA111
Volkswagen	Gol	2018	1.6L EA111
Volkswagen	Gol	2019	1.6L EA111
Volkswagen	Gol	2020	1.6L EA111
Volkswagen	Gol	2021	1.6L EA111
Volkswagen	Gol	2022	1.6L EA111
Volkswagen	Gol	2023	1.6L EA111
Volkswagen	Golf	2012	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2013	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2014	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2015	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2016	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2017	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2018	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2019	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2020	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2021	1.6L CWVA / 1.4T EA211
Volkswagen	Golf	2022	1.6L CWVA / 1.4T EA211
Volkswagen	Jetta	2011	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2012	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2013	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2014	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2015	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2016	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2017	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2018	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2019	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2020	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2021	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2022	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2023	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2024	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2025	1.4T EA211 / 2.0T EA888
Volkswagen	Jetta	2026	1.4T EA211 / 2.0T EA888
Volkswagen	Polo	2016	1.6L EA211 MSI
Volkswagen	Polo	2017	1.6L EA211 MSI
Volkswagen	Polo	2018	1.6L EA211 MSI
Volkswagen	Polo	2019	1.6L EA211 MSI
Volkswagen	Polo	2020	1.6L EA211 MSI
Volkswagen	Polo	2021	1.6L EA211 MSI
Volkswagen	Polo	2022	1.6L EA211 MSI
Volkswagen	Polo	2023	1.6L EA211 MSI
Volkswagen	Polo	2024	1.6L EA211 MSI
Volkswagen	Polo	2025	1.6L EA211 MSI
Volkswagen	Polo	2026	1.6L EA211 MSI
Volkswagen	T-Cross	2019	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2020	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2021	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2022	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2023	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2024	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2025	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	T-Cross	2026	1.0T EA211 TSI / 1.6L EA211 MSI
Volkswagen	Tiguan	2014	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2015	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2016	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2017	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2018	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2019	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2020	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2021	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2022	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2023	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2024	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2025	1.4T EA211 / 2.0T EA888
Volkswagen	Tiguan	2026	1.4T EA211 / 2.0T EA888
Mazda	Mazda 2	2011	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2012	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2013	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2014	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2015	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2016	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2017	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2018	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2019	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2020	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2021	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2022	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2023	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2024	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2025	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 2	2026	1.5L P5-VPS Skyactiv-G
Mazda	Mazda 3	2014	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2015	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2016	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2017	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2018	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2019	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2020	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2021	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2022	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2023	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2024	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2025	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	Mazda 3	2026	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2014	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2015	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2016	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2017	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2018	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2019	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2020	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2021	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2022	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2023	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2024	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2025	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-5	2026	2.0L PE-VPS / 2.5L PY-VPS Skyactiv-G
Mazda	CX-3	2016	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2017	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2018	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2019	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2020	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2021	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2022	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2023	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2024	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2025	2.0L PE-VPS Skyactiv-G
Mazda	CX-3	2026	2.0L PE-VPS Skyactiv-G
Mazda	CX-30	2020	2.0L/2.5L Skyactiv-G
Mazda	CX-30	2021	2.0L/2.5L Skyactiv-G
Mazda	CX-30	2022	2.0L/2.5L Skyactiv-G
Mazda	CX-30	2023	2.0L/2.5L Skyactiv-G
Mazda	CX-30	2024	2.0L/2.5L Skyactiv-G
Mazda	CX-30	2025	2.0L/2.5L Skyactiv-G
Mazda	CX-30	2026	2.0L/2.5L Skyactiv-G
Mazda	CX-9	2016	2.5T Skyactiv-G
Mazda	CX-9	2017	2.5T Skyactiv-G
Mazda	CX-9	2018	2.5T Skyactiv-G
Mazda	CX-9	2019	2.5T Skyactiv-G
Mazda	CX-9	2020	2.5T Skyactiv-G
Mazda	CX-9	2021	2.5T Skyactiv-G
Mazda	CX-9	2022	2.5T Skyactiv-G
Mazda	CX-9	2023	2.5T Skyactiv-G
Mazda	CX-9	2024	2.5T Skyactiv-G
Mazda	CX-9	2025	2.5T Skyactiv-G
Mazda	CX-9	2026	2.5T Skyactiv-G
Mazda	BT-50	2014	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2015	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2016	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2017	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2018	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2019	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2020	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2021	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2022	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2023	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2024	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2025	3.2D P5AT / 3.0D Denso
Mazda	BT-50	2026	3.2D P5AT / 3.0D Denso
Suzuki	Swift	2014	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2015	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2016	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2017	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2018	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2019	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2020	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2021	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2022	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2023	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2024	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2025	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Swift	2026	1.2L K12C / 1.0T K10C / 1.4T K14C
Suzuki	Baleno	2016	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2017	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2018	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2019	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2020	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2021	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2022	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2023	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2024	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2025	1.4L K14B / 1.5L K15B
Suzuki	Baleno	2026	1.4L K14B / 1.5L K15B
Suzuki	Jimny	2010	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2011	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2012	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2013	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2014	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2015	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2016	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2017	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2018	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2019	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2020	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2021	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2022	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2023	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2024	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2025	1.3L M13A / 1.5L K15B
Suzuki	Jimny	2026	1.3L M13A / 1.5L K15B
Suzuki	Ignis	2017	1.2L K12C
Suzuki	Ignis	2018	1.2L K12C
Suzuki	Ignis	2019	1.2L K12C
Suzuki	Ignis	2020	1.2L K12C
Suzuki	Ignis	2021	1.2L K12C
Suzuki	Ignis	2022	1.2L K12C
Suzuki	Ignis	2023	1.2L K12C
Suzuki	Ignis	2024	1.2L K12C
Suzuki	Ignis	2025	1.2L K12C
Suzuki	Ignis	2026	1.2L K12C
Suzuki	S-Cross	2014	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2015	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2016	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2017	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2018	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2019	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2020	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2021	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2022	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2023	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2024	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2025	1.4T K14C / 1.5L K15C
Suzuki	S-Cross	2026	1.4T K14C / 1.5L K15C
Suzuki	Ertiga	2018	1.5L K15B
Suzuki	Ertiga	2019	1.5L K15B
Suzuki	Ertiga	2020	1.5L K15B
Suzuki	Ertiga	2021	1.5L K15B
Suzuki	Ertiga	2022	1.5L K15B
Suzuki	Ertiga	2023	1.5L K15B
Suzuki	Ertiga	2024	1.5L K15B
Suzuki	Ertiga	2025	1.5L K15B
Suzuki	Ertiga	2026	1.5L K15B
Suzuki	XL7	2020	1.5L K15B
Suzuki	XL7	2021	1.5L K15B
Suzuki	XL7	2022	1.5L K15B
Suzuki	XL7	2023	1.5L K15B
Suzuki	XL7	2024	1.5L K15B
Suzuki	XL7	2025	1.5L K15B
Suzuki	XL7	2026	1.5L K15B
Subaru	Forester	2014	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2015	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2016	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2017	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2018	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2019	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2020	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2021	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2022	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2023	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2024	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2025	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Forester	2026	2.0L FB20 / 2.5L FB25 Boxer
Subaru	Impreza	2010	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2011	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2012	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2013	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2014	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2015	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2016	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2017	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2018	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2019	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2020	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2021	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2022	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2023	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Impreza	2024	1.6L FB16 / 2.0L FB20 Boxer
Subaru	Outback	2010	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2011	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2012	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2013	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2014	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2015	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2016	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2017	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2018	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2019	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2020	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2021	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2022	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2023	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2024	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2025	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	Outback	2026	2.5L FB25 / 3.6L EZ36 Boxer
Subaru	XV	2012	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2013	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2014	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2015	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2016	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2017	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2018	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2019	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2020	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2021	1.6L FB16 / 2.0L FB20 Boxer
Subaru	XV	2022	1.6L FB16 / 2.0L FB20 Boxer
